time,X_value,Y_value,Z_value
293.316,1.65537,-16.18250,114.04773
293.384,1.71953,-16.34357,112.84441
293.474,0.65650,-14.94372,110.22555
293.547,0.00128,-15.85949,107.72934
293.630,-0.43313,-16.08785,106.18077
293.698,-2.22998,-17.88172,104.98972
293.782,-4.04953,-18.39095,104.16304
293.857,-4.83471,-19.20994,102.10447
293.942,-4.93712,-18.77162,102.60548
294.017,-5.45498,-18.39902,103.93819
294.099,-5.87500,-20.18999,105.09304
294.180,-5.70561,-21.55099,106.51151
294.264,-4.98976,-21.79367,107.64908
294.340,-4.33564,-22.40419,106.58968
294.418,-5.42764,-21.85898,106.06717
294.491,-6.99054,-21.93966,105.19389
294.579,-6.93850,-21.32177,103.28794
294.653,-7.62465,-21.28123,101.95807
294.745,-9.04368,-21.49960,100.72907
294.809,-10.69767,-21.07475,100.41527
294.892,-12.22966,-20.52584,99.85965
294.980,-12.90932,-21.89600,99.45214
295.054,-11.91773,-19.92652,101.87906
295.127,-11.46504,-19.13662,103.08086
295.214,-10.43135,-19.82763,105.14680
295.287,-9.22267,-20.61953,106.77401
295.374,-9.27227,-22.21955,107.07053
295.444,-10.60932,-19.72758,106.26092
295.544,-12.35550,-17.14884,106.72020
295.603,-11.00873,-3.43808,107.92603
295.687,-5.56155,1.07024,105.12469
295.770,-4.53690,-4.09494,105.07951
295.846,-3.98915,-5.61115,104.30481
295.921,-4.51490,-8.27267,103.76759
296.010,-4.14941,-9.43456,104.26515
296.080,-5.07868,-10.32156,104.81368
296.164,-4.08495,-9.25557,107.29683
296.241,-4.18845,-11.99120,107.05075
296.324,-4.08199,-17.99345,107.56704
296.405,-5.30145,-23.64792,107.61296
296.488,-5.58423,-22.80496,107.45560
296.563,-8.34439,-18.75913,109.76241
296.639,-6.23513,-19.77800,107.80035
296.720,0.56910,-23.17535,105.58897
296.807,5.54227,-26.66498,104.28267
296.873,6.33884,-29.14748,102.78503
296.957,4.64970,-31.48826,101.94323
297.038,3.96720,-31.02020,102.04665
297.136,4.75095,-31.80175,102.66940
297.216,10.77115,-18.93908,119.32421
297.296,10.86607,-22.55299,118.27538
297.373,9.30265,-23.50805,117.09953
297.456,7.41324,-25.14577,115.33728
297.533,6.45821,-26.60215,114.10394
297.615,5.32170,-27.21755,114.26244
297.698,5.12356,-29.22061,115.07874
297.772,6.37022,-28.42720,116.77783
297.851,6.86173,-28.48195,117.06581
297.935,7.83272,-27.98326,117.77052
298.011,9.39059,-27.09326,118.87657
298.092,10.05775,-27.48714,119.77290
298.167,8.91251,-27.39720,118.00214
298.253,6.01130,-28.25702,114.32634
298.329,10.19057,-27.39879,111.10623
298.408,12.17778,-26.26239,108.75040
298.490,11.32703,-26.66262,107.64768
298.568,9.92682,-27.03042,107.26337
298.647,9.82833,-27.22308,108.35654
298.734,5.81941,-21.10625,104.10334
298.805,2.28092,-24.00589,103.57316
298.885,1.19754,-27.50385,104.77668
298.963,-0.80564,-29.50489,104.80676
299.055,0.47169,-29.91269,105.85236
299.120,3.76618,-30.76917,107.22048
299.205,5.58833,-30.82079,107.13181
299.285,4.31873,-28.75097,105.36933
299.372,3.22674,-30.46071,103.85725
299.440,0.25195,-28.75856,102.68366
299.519,0.26049,-30.66466,100.26392
299.601,-2.26352,-30.11736,98.73009
299.679,-0.70543,-29.05871,98.04494
299.756,2.35430,-25.91606,99.28026
299.836,12.54806,-16.72313,98.23376
299.914,26.11786,-12.73146,92.81609
300.004,38.77707,-11.14773,89.24278
300.072,58.88316,-14.44328,82.08944
300.158,60.62927,-18.38186,75.00149
300.231,71.91592,-22.76242,69.38563
300.321,82.58859,-26.61415,64.79589
